,sentence,prior
453,"To expand their market, the project team made a rough future.",0.004202929826329887
454,"Because of the storm, the ocean has big surfers.",0.013795038065454124
455,The sales staff forgot to attach the price name.,0.002325618298368306
456,"To make a pancake easily, Julia used a pancake digestion.",0.004093453224873386
457,The new variety show appointed the entertainer as a meeting.,0.001888588698205645
458,Nigel's son should inherit the estate according to his fact.,0.0035440668860354293
459,It's expected to snow as it will get very hot.,0.012296420973095109
460,The explorer in the desert hopes to ride the oasis.,0.007243426275343558
461,"For the parade, the king's servants will refurbish the entire lords.",0.003830272475325288
462,Making traditional Indian curry requires using several types of orient.,0.0012641954845054814
463,"To finish the cake, Scarlet spread the whipped pizzas.",0.0022541170627172016
464,Students learned how to convert kilometres to riders.,0.0036931820034639237
465,"To compress the air, the machine applies high relief.",0.0028904280609198304
466,"Before exchanging money, Rebecca asks the exchange pace.",0.0011910747966883896
467,Lydia cannot eat anymore as she is so half.,0.0017312121539679397
468,Dogs have a good sense of nose.,0.011156885344286743
469,Laura will eat the ice cream quickly before it boils.,0.008351619740904318
470,"After the main course, Sara checked the dessert chef.",0.0023277861793067314
471,Andrew was late because his train had a time.,0.006605115777615322
472,The bomb expert pinpointed a switch to make the bomb pour.,0.0036586291465194793
473,Immigration exposed Lisa to a different sociology.,0.0010512125473166943
474,The bridge was washed away by the soil.,0.012037583040550899
475,The story was far from logical and didn't make any taste.,0.008451158003950982
476,"Having no ink or paper, the office workers couldn't erase.",0.00668589762662633
477,"In the tennis lesson, Lauren hit the ball with her game.",0.005361293774022548
478,"Joe has grown his moustache, but will give it a hair.",0.01620672890885455
479,It's so itchy that Chris can't help scratching the mosquito chew.,0.0034457645314737184
480,The student is going to the library to borrow a sofa.,0.01483945290665956
481,"Living alone is too expensive, so the students will share a bell.",0.007638881482349616
482,"The family enjoyed the sunny day, but there will be loss.",0.011098438976587138
483,Jack studied medicine in a university and works as a tenant.,0.005415943866779539
484,"Amelia got a driving licence, and will buy her own rat.",0.007130209314529342
485,"Oliver doesn't have a watch, so he doesn't know the bean.",0.021869884827474574
486,Rachel will go to the cinema to watch a new bird.,0.016915619699317538
487,Paul is trying to stand on one kid.,0.008164225509258969
488,"The gambler kept losing, so he doesn't have any candle.",0.009214610205928706
489,Harry intends to propose to Emily and give her the memo.,0.009802308801124447
490,John nervously asked the attractive girl out on a pin.,0.0025239208342689675
491,"As a lifetime vegetarian, Olivia doesn't miss eating soil.",0.004209237490546244
492,"Dylan got lost today, so he will use a job.",0.003372274761419374
493,"The comedian was funny, despite a bad beef.",0.0031894822759565957
494,Jacob found he misspelled the oven.,0.0022873008517606424
495,"Oscar opened the postbox, and found a birth.",0.0031097278574719668
496,"After struggling with the question, Jessica got the pension.",0.004686275174117937
497,"At the airport, James checked in for his machine.",0.010175262653187953
498,The lottery gave Emily a car as a child.,0.0038045936855180835
499,"Sophie couldn't recall the recent event, and blamed her bad eraser.",0.007483648862933383
500,"The shoes were small, so Lily asked for the largest flip.",0.00374327886328907
501,"To view the D image, people wore special markets.",0.0007156170644509368
502,"At the football match, Bob scored a bear.",0.004901944378642781
503,Grace put too much dressing on her movie.,0.0034728148370631326
504,Chloe couldn't afford the necklace because of its high radio.,0.0048525780286198614
505,The family went to the sea to catch some echo.,0.006543054102056242
506,"Noah missed the final bus, and needed to take a seed.",0.006018361026691324
507,The workers re port.,7.566514324750952e-05
508,Freya had a serious car accident and is afraid of finding.,0.0059038806628764874
509,The man was convicted for murder and is in image.,0.0056287588507331985
510,"Beth loved cooking, and has become a world famous aunt.",0.0065341339500561875
511,Kyle asked the dentist to pull out the painful grade.,0.005600756764955456
512,"Having high blood pressure, George reduced his intake of bond.",0.006354816487750111
513,Children were excited to see the first snow this effect.,0.006230096737721937
514,"To see the new-born panda, Lucy will go to the end.",0.010934619118103601
515,The country girl was overwhelmed to see streets full of length.,0.0016791177208035925
516,Daisy is nine months pregnant and will have her first agent.,0.01342056605280551
517,Students at the train station are rushing to buy a major.,0.011318663694634046
518,"Feeling stressed at his workplace, Max relaxed at beer.",0.002274485522341851
519,"Isabella dyed her hair, but she doesn't like the grape.",0.010529639271586285
520,"For parking illegally, William was charged a rest.",0.0009093895158472663
521,Jim will go swimming and get a suntan at the drama.,0.009382334035403665
522,The house is haunted by eagles.,0.012782274002318732
523,"The juice isn't cold enough, so Alice is adding some wine.",0.006505947820196351
524,"The restaurant is always busy, so Leo will book a field.",0.002928040921222664
525,The baby is hungry and needs to drink some debt.,0.0059507301534893154
526,"Before sending the letter, Daniel licked a juice.",0.004476253183400721
527,The waiter got a generous tip because of his good million.,0.005159720421465864
528,"For their mother's birthday, the children will hold a scene.",0.01407448782296016
529,"Only one cake is left, so Lilly doesn't have a minute.",0.011492061510688987
530,The men are watching football and drinking beer in the let.,0.0052838531218395955
531,The plane crash was avoided by the experienced mail.,0.0019387889056702733
532,The bus driver charged Rosie a regular twin.,0.0010120076112326091
533,Henry was seriously injured but the doctor saved his corn.,0.006688222144166006
534,Joseph used a lighter to make a statue.,0.007991024519659997
535,The famous dancer performed on the cloud.,0.0016358797423430104
536,The girls are going to have cocktails and dance in a mist.,0.010071978244479921
537,The supporters wished the team good view.,0.0014773213654556987
538,"The cricket player wants his own glove, ball and sneeze.",0.004848308467968937
539,Hannah bought a calendar and hung it on the fruit.,0.005003157329162948
540,The man with the history of self-harm cut his sky.,0.005432945421964587
541,Susan felt tears coming as she sliced the error.,0.0019634104724541696
542,The woman was hit by a truck when crossing the math.,0.006553239367760743
543,Tyler knows many cocktail recipes because he works in a joy.,0.002205230297526766
544,"Kate didn't like coffee, so she ordered a cup of myth.",0.01971558527719173
545,Sam plays guitar in a popular hero.,0.002052565277640084
546,"As the trousers were loose, Tony tightened up his tube.",0.004860143396909804
547,Meg will go to the park to walk her tyre.,0.005861674902468298
548,The terrorist shot and killed five people using a rib.,0.00563192417802975
549,The mole was digging a mass.,0.0012175895091636627
550,"The horse went outside the course, and didn't win the snap.",0.006476326659885503
551,"Emma loves a bargain, and everything she bought was on noon.",0.005707108335351639
552,The king's throne was taken by his first-born fox.,0.009775255090166335
553,The camp leader taught children how to pitch a flaw.,0.003704766687665879
554,He enjoys hiking in the woods because of the fresh ray.,0.005024370412650657
555,All the colleagues have savings accounts at the same lake.,0.0028949785304158314
556,Ben went to the gym to swim in the lump.,0.013044286465568091
557,Adam keeps different breeds of cows in his navy.,0.002986859346866135
558,"For relaxation, Matilda soaked in a hot loaf.",0.0017429142796664804
559,Lewis lost his memory because of the damage to his nation.,0.01167182735719907
560,"After shuffling, the croupier asked the guest to select one roll.",0.010996585540843902
561,Nobody knows the time as this room has no scarf.,0.002848495558609538
562,Ryan refused to invest to avoid taking a door.,0.0029328911396472967
563,The client immediately signed the contract because it was a good flower.,0.007469730468832149
564,"By closely examining a painting, one can see all the syrup.",0.005907288025269912
565,Toby use.,0.0001223493844815084
566,"In the class, Bella whispered in her friend's kin.",0.0020544149492719203
567,Two dogs injured each other when they had a piano.,0.004625988254422643
568,"To make meringue, she separated the whites from five toes.",0.005591635921608302
569,"To make two groups, the lecturer split the class in lake.",0.001898167736844177
570,Seeing buds on trees heralds the arrival of power.,0.006888072926733033
571,The store was so busy that the clerk needed fog.,0.004473142245802918
572,"The solution didn't work, and Harley lost all nails.",0.00470616264904798
573,"To remember to buy everything she wanted, Gracie made a disc.",0.003492053968211854
574,The computer pointer doesn't move though Tommy is moving the lemon.,0.0016995442483882905
575,Katie looks much younger than her actual oak.,0.00355734422622142
576,"After the meal, Matthew asked a waiter to bring the mess.",0.012950670901807987
577,"Hearing the noise outside the classroom, the lecturer closed the loan.",0.007175302025746087
578,Elizabeth doesn't believe Matt since he has told ways.,0.003556806548029486
579,The thief stole the bike easily as it had no sum.,0.004103277249160375
580,Anna brings a sandwich and a salad for her issue.,0.008123462725625008
581,People saw the first spaceship that landed on the heel.,0.005407368937322121
582,Children made a wish when they saw a shooting devil.,0.004876816193022849
583,Maya got a cold and has a runny term.,0.0038048748925142996
584,The country has no war and people live in yacht.,0.0023336264117621835
585,"To make the garden more green, Amy is growing various limits.",0.0034682606042575523
586,"To prevent spreading her cold, Jane is wearing a pane.",0.001611098456132382
587,The leaking rain was due to a hole in the pain.,0.005704964305463686
588,The fisher man.,0.00016047117280227038
589,The plant lacks sunlight because it's placed in the broom.,0.0037174085869860363
590,Sophia cannot find a suitable lotion because of her delicate copy.,0.005328795198676978
591,The driver was stopped as he exceeded the specified tablet.,0.0018213331772721443
592,Conner went down the stairs and sat on the bottom jail.,0.010166372926634016
593,"With a high salary, he needs to pay more ash.",0.01070778564154113
594,"Tilly's sister did the cleaning today, so tomorrow it's her acid.",0.0033757514964039693
595,There was a recycling campaign to reduce the amount of relief.,0.012064832759939081
596,Jamie bravely stopped the robbery without feeling any dirt.,0.0038825510451612737
597,The attendees can't miss the meeting without a good style.,0.004474225920950567
598,Frank will double-check the notification in case there is any land.,0.01038057880059574
599,"Finishing his study abroad, David will return to his own puzzle.",0.0069269886851556755
600,The businessman left his laptop on his pine.,0.0013760152698880132
601,"Rose couldn't eat noodles using chopsticks, so used a peer.",0.004618637613941254
602,The bird cannot fly because it injured its frog.,0.0063427495314884825
603,"Eliza worried about her breath, so she took an extra toll.",0.006387937881736733
604,Changing majors required students to fill out a twenty-page long rival.,0.0037123636526926285
605,Violet left the dirty plates and cups in the army.,0.0017965279130628894
606,"To increase her hair volume, the woman wears a pea.",0.007593775299235085
607,Eleanor covered the old ugly floor with a large ham.,0.001198334771605039
608,The room with bad ventilation got a ceiling kit.,0.001144285369856498
609,"For a removal, Cameron packed the TV into its original oil.",0.0015795535710275595
610,Selling drugs is against the fee.,0.002102031147388694
611,"The waiter wasn't polite, so he didn't receive a good van.",0.00973994977777469
612,"For Christmas, the children are hanging bells on the inch.",0.0038534979125612544
613,"To expand their market, the project team made a rough rifle.",0.0036172050998883993
614,"Because of the storm, the ocean has big heads.",0.012449877415576835
615,The sales staff forgot to attach the price eve.,0.0008740460700905873
616,"To make a pancake easily, Julia used a pancake bid.",0.004044482284066002
617,The new variety show appointed the entertainer as a drill.,0.0015039138528257355
618,Nigel's son should inherit the estate according to his site.,0.004708106417762887
619,It's expected to snow as it will get very tall.,0.006800667042138043
620,The explorer in the desert hopes to ride the user.,0.0027634038084027247
621,"For the parade, the king's servants will refurbish the entire depth.",0.0052633436812502595
622,Making traditional Indian curry requires using several types of excess.,0.0018529133872497339
623,"To finish the cake, Scarlet spread the whipped fibre.",0.0011650874779139434
624,Students learned how to convert kilometres to veins.,0.0025983033750846193
625,"To compress the air, the machine applies high session.",0.0013048721662656394
626,"Before exchanging money, Rebecca asks the exchange exit.",0.0012849287108648501
627,Lydia cannot eat anymore as she is so mild.,0.00273849245293645
628,Dogs have a good sense of cash.,0.007125491747001784
629,Laura will eat the ice cream quickly before it opens.,0.008475137185892257
630,"After the main course, Sara checked the dessert bond.",0.001648971920324524
631,Andrew was late because his train had a tone.,0.0046257963500541295
632,The bomb expert pinpointed a switch to make the bomb stretch.,0.004249069425281492
633,Immigration exposed Lisa to a different ginger.,0.000734537161065286
634,The bridge was washed away by the glove.,0.005564635710790731
635,The story was far from logical and didn't make any button.,0.005795887687887019
636,"Having no ink or paper, the office workers couldn't move.",0.012111007864016787
637,"In the tennis lesson, Lauren hit the ball with her area.",0.00392242876070241
638,"Joe has grown his moustache, but will give it a turtle.",0.009885475420889625
639,It's so itchy that Chris can't help scratching the mosquito tape.,0.004238207152114744
