,sentence,prior
423,The coach scolded the player for having a bad attitudes.,0.012409355216192498
424,The college sent out a newsletter to all its alumni.,0.0226652803738315
425,The college sent out a newsletter to all its aluminum.,0.005455288795350117
426,The college sent out a newsletter to all its dynamite.,0.007830793829885477
427,The college sent out a newsletter to all its alumnus.,0.01928721191392296
428,Soda cans and tin foil are both made of aluminum.,0.007784884811712436
429,Soda cans and tin foil are both made of alumni.,0.0022563054374911086
430,Soda cans and tin foil are both made of exertion.,0.004207565890890006
431,Soda cans and tin foil are both made of aluminums.,0.005833979955480016
432,The princess arrived at the ball in a horse-drawn carriage.,0.03275202198383889
433,The princess arrived at the ball in a horse-drawn cartridge.,0.00831392042883306
434,The princess arrived at the ball in a horse-drawn thermal.,0.007768064821546536
435,The princess arrived at the ball in a horse-drawn carriages.,0.019013777905647518
436,The printer needed more paper and a new ink cartridge.,0.011638476165680648
437,The printer needed more paper and a new ink carriage.,0.005397690431140804
438,The printer needed more paper and a new ink veteran.,0.003104659218319442
439,The printer needed more paper and a new ink cartridges.,0.007898826395281375
440,Marie Curie died of exposure to radiation from this radium.,0.010655029430096628
441,Marie Curie died of exposure to radiation from this radius.,0.006211012276364124
442,Marie Curie died of exposure to radiation from this veterinarian.,0.0056409977636011
443,Marie Curie died of exposure to radiation from this radiums.,0.006991898491297341
444,No light escapes the black hole once within this radius.,0.005914382203563658
445,No light escapes the black hole once within this radium.,0.00397308823543668
446,No light escapes the black hole once within this cabaret.,0.0037185733666738217
447,No light escapes the black hole once within this radii.,0.005256478954595389
448,The United States has a large stockpile of nuclear armaments.,0.04688343893610721
449,The United States has a large stockpile of nuclear ornaments.,0.026999773711941736
450,The United States has a large stockpile of nuclear adoration.,0.012898225060307422
451,The United States has a large stockpile of nuclear armament.,0.03449363196614654
452,The Christmas tree was decorated with many shining glass ornaments.,0.013224904095672835
453,The Christmas tree was decorated with many shining glass armaments.,0.003827942677048157
454,The Christmas tree was decorated with many shining glass infantry.,0.001392359451598486
455,The Christmas tree was decorated with many shining glass ornament.,0.00415603858888993
456,Blackmail is just one of many weapons in this arsenal.,0.031226844430448552
457,Blackmail is just one of many weapons in this arsenic.,0.006176787418645968
458,Blackmail is just one of many weapons in this consternation.,0.01863472985365724
459,Blackmail is just one of many weapons in this arsenals.,0.02400690008998608
460,The detectives discovered the professor was poisoned with this arsenic.,0.0035226241149956764
461,The detectives discovered the professor was poisoned with this arsenal.,0.0021523832516682647
462,The detectives discovered the professor was poisoned with this carriage.,0.0013615239465403282
463,The detectives discovered the professor was poisoned with this arsenics.,0.0019041427467073031
464,The cheapest lunchmeat at this grocery store is this baloney.,0.0029105889946909997
465,The cheapest lunchmeat at this grocery store is this balcony.,0.0011999787035091322
466,The cheapest lunchmeat at this grocery store is this immortality.,0.0011119187336055825
467,The cheapest lunchmeat at this grocery store is this baloneys.,0.0013152161511167282
468,Romeo longingly admired Juliet as she stood on this balcony.,0.0031906246491011066
469,Romeo longingly admired Juliet as she stood on this baloney.,0.0016202942127533442
470,Romeo longingly admired Juliet as she stood on this consciousness.,0.0015266918983016314
471,Romeo longingly admired Juliet as she stood on this balconies.,0.002594064611266852
472,"He soon backed away, sensing he had crossed a boundary.",0.016606866668291427
473,"He soon backed away, sensing he had crossed a bounty.",0.007068530567966636
474,"He soon backed away, sensing he had crossed a manatee.",0.012078682326142568
475,"He soon backed away, sensing he had crossed a boundaries.",0.007819816064144844
476,Capture or kill the wanted criminal to collect a bounty.,0.009652238753513431
477,Capture or kill the wanted criminal to collect a boundary.,0.0033214698441916637
478,Capture or kill the wanted criminal to collect an expedition.,0.0027710834365585776
479,Capture or kill the wanted criminal to collect a bounties.,0.007463976744337608
480,The celebrating couple joyfully popped open a bottle of champagne.,0.011474725420216455
481,The celebrating couple joyfully popped open a bottle of campaign.,0.0029600295759255523
482,The celebrating couple joyfully popped open a bottle of armaments.,0.00418209078488326
483,The celebrating couple joyfully popped open a bottle of champagnes.,0.011756344390040314
484,"The slogan ""change"" was a focus of that presidential campaign.",0.019310411137440118
485,"The slogan ""change"" was a focus of that presidential champagne.",0.003955347926389063
486,"The slogan ""change"" was a focus of that presidential damnation.",0.00797610924125406
487,"The slogan ""change"" was a focus of that presidential campaigns.",0.010562381303554759
488,A syllogism is a common form of a deductive inference.,0.030744021783399893
489,A syllogism is a common form of a deductive inferno.,0.018688111671864967
490,A syllogism is a common form of a deductive peasantry.,0.01536091366675418
491,A syllogism is a common form of a deductive inferences.,0.027524525603105643
492,The napalm turned the luscious forest into a fiery inferno.,0.015623956774982831
493,The napalm turned the luscious forest into a fiery inference.,0.0046451325661602885
494,The napalm turned the luscious forest into a fiery attitude.,0.006714066139565889
495,The napalm turned the luscious forest into a fiery infernos.,0.009292396197280579
496,I blacked out and was confused when I regained consciousness.,0.038233220920284285
497,I blacked out and was confused when I regained conscience.,0.013052922683872046
498,I blacked out and was confused when I regained duration.,0.010133640708550867
499,I blacked out and was confused when I regained consciousnesses.,0.01572763938954629
500,"After she deceived her mother, she had a guilty conscience.",0.018901279739634406
501,"After she deceived her mother, she had a guilty consciousness.",0.007718286296502386
502,"After she deceived her mother, she had a guilty musket.",0.005107183306527684
503,"After she deceived her mother, she had a guilty consciences.",0.013478779520066783
504,The sudden change in protocol had caused all this consternation.,0.018332095970521187
505,The sudden change in protocol had caused all this constellation.,0.002605274468837735
506,The sudden change in protocol had caused all this inflection.,0.004230084725181682
507,The sudden change in protocol had caused all this consternations.,0.009060567105711856
508,The Big Dipper may perhaps be the most famous constellation.,0.010647675095521064
509,The Big Dipper may perhaps be the most famous consternation.,0.015071379468297405
510,The Big Dipper may perhaps be the most famous immunity.,0.005236005859002454
511,The Big Dipper may perhaps be the most famous constellations.,0.018796625123146463
512,The herd of cows was out grazing in a pasture.,0.013431302179854623
513,The herd of cows was out grazing in a pastor.,0.0028532412228503036
514,The herd of cows was out grazing in an altercation.,0.004970075064889387
515,The herd of cows was out grazing in a pastures.,0.009063272089244715
516,The congregation listens to a sermon delivered by a pastor.,0.026542449436443308
517,The congregation listens to a sermon delivered by a pasture.,0.005741092789865628
518,The congregation listens to a sermon delivered by an escalation.,0.00523069054055759
519,The congregation listens to a sermon delivered by a pastors.,0.010361321985054094
520,A soldier fighting for the highest bidder is a mercenary.,0.008003070698773726
521,A soldier fighting for the highest bidder is a missionary.,0.005453710044203471
522,A soldier fighting for the highest bidder is an apostrophe.,0.004691625600343199
523,A soldier fighting for the highest bidder is a mercenaries.,0.0035069336427658963
524,The devout Christian girl travelled to India as a missionary.,0.01014929912199062
525,The devout Christian girl travelled to India as a mercenary.,0.0044000207136290995
526,The devout Christian girl travelled to India as an admission.,0.0034329183809292197
527,The devout Christian girl travelled to India as a missionaries.,0.004907615922975483
528,That white dog with little black spots is a dalmatian.,0.012774962018640782
529,That white dog with little black spots is a damnation.,0.004731695159637186
530,That white dog with little black spots is an umpire.,0.006375470576595619
531,That white dog with little black spots is a dalmations.,0.0020460845306852988
532,"Once Faust signed, he was doomed to this eternal damnation.",0.008582324840605005
533,"Once Faust signed, he was doomed to this eternal dalmatian.",0.005947547297172461
534,"Once Faust signed, he was doomed to this eternal inference.",0.0023171381982214512
535,"Once Faust signed, he was doomed to this eternal damnations.",0.004759419618215165
536,The crowded urban neighborhood had a very high population density.,0.011489941007513894
537,The crowded urban neighborhood had a very high population destiny.,0.0027990687301770126
538,The crowded urban neighborhood had a very high population missionary.,0.0018768327468930061
539,The crowded urban neighborhood had a very high population densities.,0.009424698284829683
540,I control my fate; I don't have a predetermined destiny.,0.029632156199200253
541,I control my fate; I don't have a predetermined density.,0.009968068980573048
542,I control my fate; I don't have a predetermined embargo.,0.008298948546078736
543,I control my fate; I don't have a predetermined destinies.,0.02738404399406876
544,"She didn't answer the phone, so I left a message.",0.08464457078972591
545,"She didn't answer the phone, so I left a massage.",0.028169882257049174
546,"She didn't answer the phone, so I left a tapestry.",0.027913063103723854
547,"She didn't answer the phone, so I left a messages.",0.04099793186244146
548,My back was so tense I really needed a massage.,0.022863168069277948
549,My back was so tense I really needed a message.,0.010562487071337893
550,My back was so tense I really needed a cartridge.,0.009820512626185923
551,My back was so tense I really needed a massages.,0.013429656312906496
552,The president of the college handed each graduate a diploma.,0.009794141869545534
553,The president of the college handed each graduate a diplomat.,0.0029864278316464607
554,The president of the college handed each graduate an infection.,0.002415542878973352
555,The president of the college handed each graduate a diplomas.,0.008005009543626977
556,The ambassador who negotiated the deal was a skilled diplomat.,0.013579916012432565
557,The ambassador who negotiated the deal was a skilled diploma.,0.003366139298614651
558,The ambassador who negotiated the deal was a skilled constellation.,0.003402805434439586
559,The ambassador who negotiated the deal was a skilled diplomats.,0.007414513257603649
560,The retiree found he soon tired of all this leisure.,0.004525048068516888
561,The retiree found he soon tired of all this lesion.,0.0033683759460753342
562,The retiree found he soon tired of all this phonology.,0.004496304099934779
563,The retiree found he soon tired of all this leisures.,0.004478334749991458
564,His personality was dramatically altered after acquiring this brain lesion.,0.01154302712350889
565,His personality was dramatically altered after acquiring this brain leisure.,0.0025361623321962104
566,His personality was dramatically altered after acquiring this brain rhino.,0.0043433044966799325
567,His personality was dramatically altered after acquiring this brain lesions.,0.0053848572048455605
568,The low intensity workout compensated by having a long duration.,0.003368062758107469
569,The low intensity workout compensated by having a long adoration.,0.0015709245821607751
570,The low intensity workout compensated by having a long Frankenstein.,0.0008316148446516964
571,The low intensity workout compensated by having a long durations.,0.004398783012650757
572,"He idolized her, and her self-esteem benefited from this adoration.",0.021396774658188674
573,"He idolized her, and her self-esteem benefited from this duration.",0.012501907022969988
574,"He idolized her, and her self-esteem benefited from this synthesizer.",0.01370605642489261
575,"He idolized her, and her self-esteem benefited from this adorations.",0.013932188850221752
576,Yuan emperors were Mongolian because Kublai Khan founded this dynasty.,0.010460173983882336
577,Yuan emperors were Mongolian because Kublai Khan founded this dynamite.,0.004829273141651388
578,Yuan emperors were Mongolian because Kublai Khan founded this inebriation.,0.008595012376134154
579,Yuan emperors were Mongolian because Kublai Khan founded this dynasties.,0.013795505110419224
580,That grenade explodes stronger than a stick of this dynamite.,0.004045556634339864
581,That grenade explodes stronger than a stick of this dynasty.,0.0012299692786975776
582,That grenade explodes stronger than a stick of this infamy.,0.002061103893909747
583,That grenade explodes stronger than a stick of this dynamites.,0.0016140450108711268
584,"The contraction for ""it is"" needs to include an apostrophe.",0.009416446336364319
585,"The contraction for ""it is"" needs to include an apocalypse.",0.004835769034603441
586,"The contraction for ""it is"" needs to include a jugular.",0.005924916549974387
587,"The contraction for ""it is"" needs to include an apostrophes.",0.009826766134815769
588,The doomsday preacher urged repentance and warned of an apocalypse.,0.006198174998861184
589,The doomsday preacher urged repentance and warned of an apostrophe.,0.0036437225854586133
590,The doomsday preacher urged repentance and warned of a pharaoh.,0.0043101006044008565
591,The doomsday preacher urged repentance and warned of an apocalypses.,0.008665538900091328
592,The soldier rammed gunpowder down the barrel of a musket.,0.01691643438453392
593,The soldier rammed gunpowder down the barrel of a muskrat.,0.013798610374714325
594,The soldier rammed gunpowder down the barrel of a distraction.,0.005319391761480365
595,The soldier rammed gunpowder down the barrel of a muskets.,0.01633926940280595
596,Two common semi-aquatic rodents are a beaver and a muskrat.,0.030715265202592174
597,Two common semi-aquatic rodents are a beaver and a musket.,0.015601176144446465
598,Two common semi-aquatic rodents are a beaver and a collection.,0.008232308412551983
599,Two common semi-aquatic rodents are a beaver and a muskrats.,0.022305845312791214
600,"To make the car accelerate, press down on this pedal.",0.016028420404903453
601,"To make the car accelerate, press down on this petal.",0.008996845768736385
602,"To make the car accelerate, press down on this immorality.",0.009083455282518813
603,"To make the car accelerate, press down on this pedals.",0.009265371269292916
604,"He loves me? she wondered, plucking off a daisy petal.",0.006904508380325449
605,"He loves me? she wondered, plucking off a daisy pedal.",0.004213997055840106
606,"He loves me? she wondered, plucking off a daisy coroner.",0.0022920447256945483
607,"He loves me? she wondered, plucking off a daisy petals.",0.006105116773228641
608,"Rather than reducing violence, the intervention just caused an escalation.",0.0065602208249569225
609,"Rather than reducing violence, the intervention just caused an escalator.",0.0065433005844333205
610,"Rather than reducing violence, the intervention just caused a pedal.",0.0018444393734788754
611,"Rather than reducing violence, the intervention just caused an escalations.",0.004309751231820482
612,She scolded the child for running backwards up an escalator.,0.013714869187737929
613,She scolded the child for running backwards up an escalation.,0.00380321335135739
614,She scolded the child for running backwards up an apocalypse.,0.002869421470165286
615,She scolded the child for running backwards up an escalators.,0.008477626967902253
616,"Intestinal problems may indicate a tapeworm, a type of parasite.",0.019899055215662032
617,"Intestinal problems may indicate a tapeworm, a type of parasol.",0.011825110018693826
618,"Intestinal problems may indicate a tapeworm, a type of density.",0.006596022949877418
619,"Intestinal problems may indicate a tapeworm, a type of parasites.",0.016745218490465587
620,"To protect herself from the sun, she carried a parasol.",0.03325391377276775
621,"To protect herself from the sun, she carried a parasite.",0.015253952316142813
622,"To protect herself from the sun, she carried a physicist.",0.011442826782597683
623,"To protect herself from the sun, she carried a parasols.",0.021451500802700807
624,"Considering my previous experiences, I had a rather low expectation.",0.026979774156938113
625,"Considering my previous experiences, I had a rather low expedition.",0.012888019513985945
626,"Considering my previous experiences, I had a rather low diplomat.",0.009829896725893558
627,"Considering my previous experiences, I had a rather low expectations.",0.027356297327236247
628,Blizzards are deadly hazards for explorers on an arctic expedition.,0.010125748138126608
629,Blizzards are deadly hazards for explorers on an arctic expectation.,0.0031334841667421502
630,Blizzards are deadly hazards for explorers on an arctic sympathizer.,0.0038054355542888893
631,Blizzards are deadly hazards for explorers on an arctic expeditions.,0.011803589974124864
632,Claiming two wrongs make a right is a common fallacy.,0.015999952810779313
633,Claiming two wrongs make a right is a common facility.,0.006125838467408129
634,Claiming two wrongs make a right is a common excursion.,0.009089347800401782
635,Claiming two wrongs make a right is a common fallacies.,0.012496971979743421
636,Don't call it a prison; call it a correctional facility.,0.05954021368751596
637,Don't call it a prison; call it a correctional fallacy.,0.01417100947157296
638,Don't call it a prison; call it a correctional mortal.,0.015374822153741627
639,Don't call it a prison; call it a correctional facilities.,0.03536534490525235
